Region,Distance (mm),Bus Voltage (V),Shunt Voltage (V),Load Voltage (V),Current (mA),Power (mW),Sensor #
1,976.01,4.98,0.56,4.98,5.50,26.00,4
1,960.74,5.00,0.71,5.00,7.10,36.00,1
1,975.49,4.99,0.62,4.99,6.60,32.00,2
1,967.26,4.99,0.62,4.99,6.20,30.00,3
1,977.04,4.98,0.56,4.98,5.60,30.00,4
1,966.06,5.00,0.71,5.00,7.00,36.00,1
1,974.63,4.99,0.66,4.99,6.50,32.00,2
1,966.06,4.99,0.61,4.99,6.20,30.00,3
1,975.83,4.98,0.54,4.98,5.80,30.00,4
1,964.86,5.00,0.71,5.00,7.20,36.00,1
1,974.29,4.99,0.63,4.99,6.60,32.00,2
1,970.35,4.99,0.61,4.99,6.20,32.00,3
1,977.04,4.99,0.54,4.99,5.80,30.00,4
1,966.06,5.00,0.75,5.00,7.10,36.00,1
1,975.66,4.99,0.66,4.99,6.60,32.00,2
1,971.38,4.99,0.64,4.99,6.30,32.00,3
1,967.77,4.99,0.57,4.99,5.70,26.00,4
1,964.86,5.00,0.71,5.00,7.10,36.00,1
1,970.18,4.99,0.63,4.99,6.30,32.00,2
1,970.35,4.99,0.61,4.99,6.20,30.00,3
1,976.01,4.99,0.58,4.99,5.70,30.00,4
1,960.23,5.01,0.70,5.01,7.10,36.00,1
1,975.66,4.99,0.65,4.99,6.40,32.00,2
1,971.38,4.99,0.65,4.99,6.20,30.00,3
1,977.04,4.99,0.56,4.99,5.80,30.00,4
1,970.18,5.00,0.72,5.00,7.00,36.00,1
1,975.49,4.99,0.65,4.99,6.40,32.00,2
1,970.35,4.99,0.61,4.99,6.20,30.00,3
1,967.77,4.99,0.57,4.99,5.70,30.00,4
1,968.97,5.00,0.71,5.00,7.00,36.00,1
1,974.46,5.00,0.63,5.00,6.30,32.00,2
1,966.23,4.99,0.63,4.99,6.60,32.00,3
1,971.38,4.99,0.54,4.99,5.70,30.00,4
1,973.26,5.01,0.71,5.01,7.10,36.00,1
1,975.66,4.99,0.65,4.99,6.40,32.00,2
1,967.43,4.99,0.63,4.99,6.00,30.00,3
1,977.04,4.99,0.58,4.99,5.70,30.00,4
1,974.46,5.00,0.73,5.00,7.30,36.00,1
1,965.89,4.99,0.63,4.99,6.30,32.00,2
1,966.23,4.99,0.63,4.99,6.20,30.00,3
1,975.83,4.98,0.57,4.98,5.60,30.00,4
1,960.40,5.00,0.72,5.00,7.10,36.00,1
1,961.60,4.99,0.63,4.99,6.60,32.00,2
1,971.55,4.99,0.62,4.99,6.50,32.00,3
1,977.04,4.99,0.55,4.99,5.70,30.00,4
1,974.29,5.01,0.72,5.01,7.00,36.00,1
1,975.49,4.99,0.64,4.99,6.50,32.00,2
1,967.26,4.99,0.61,4.99,6.00,30.00,3
1,976.01,4.99,0.56,4.99,5.70,30.00,4
1,973.26,5.00,0.71,5.00,7.10,36.00,1
1,965.89,4.99,0.65,4.99,6.40,32.00,2
1,966.23,4.99,0.60,4.99,6.20,32.00,3
1,976.01,4.99,0.59,4.99,5.60,26.00,4
1,960.40,5.00,0.71,5.00,7.10,36.00,1
1,975.49,4.99,0.65,4.99,6.30,32.00,2
1,967.43,4.99,0.66,4.99,6.20,30.00,3
1,977.04,4.99,0.55,4.99,5.70,30.00,4
1,961.60,5.01,0.71,5.01,7.30,36.00,1
1,965.89,4.99,0.65,4.99,6.70,32.00,2
1,966.23,4.99,0.64,4.99,6.30,32.00,3
1,971.38,4.98,0.56,4.98,5.30,30.00,4
1,964.52,5.00,0.71,5.00,7.20,36.00,1
1,974.46,4.99,0.63,4.99,6.50,32.00,2
1,967.43,4.99,0.63,4.99,6.30,32.00,3
1,972.40,4.99,0.56,4.99,5.70,26.00,4
1,974.46,5.00,0.70,5.00,7.20,36.00,1
1,975.15,4.99,0.66,4.99,6.40,32.00,2
1,971.38,4.99,0.62,4.99,6.20,32.00,3
1,976.01,5.00,0.56,5.00,5.50,26.00,4
1,973.43,5.01,0.71,5.01,7.20,36.00,1
1,974.63,4.99,0.63,4.99,6.60,32.00,2
1,966.23,4.98,0.63,4.98,6.10,30.00,3
1,971.38,4.99,0.56,4.99,5.50,26.00,4
1,973.26,5.00,0.70,5.00,7.10,36.00,1
1,966.92,4.99,0.64,4.99,6.60,32.00,2
1,967.26,4.99,0.64,4.99,6.10,30.00,3
1,977.04,5.00,0.55,5.00,5.50,26.00,4
1,961.43,5.00,0.70,5.00,7.20,36.00,1
1,965.89,5.00,0.63,5.00,6.20,30.00,2
1,962.29,4.99,0.63,4.99,6.40,32.00,3
1,976.01,4.99,0.56,4.99,5.70,30.00,4
1,973.26,5.01,0.70,5.01,7.20,36.00,1
1,970.00,4.99,0.65,4.99,6.40,32.00,2
1,966.23,4.99,0.62,4.99,6.40,30.00,3
1,977.04,4.99,0.56,4.99,5.50,26.00,4
1,961.43,5.00,0.74,5.00,7.30,36.00,1
1,966.92,4.99,0.65,4.99,6.60,32.00,2
1,966.57,4.98,0.63,4.98,6.20,30.00,3
1,971.38,4.99,0.55,4.99,5.40,30.00,4
1,960.40,5.01,0.70,5.01,7.20,36.00,1
1,965.89,4.99,0.64,4.99,6.50,32.00,2
1,966.23,4.99,0.62,4.99,6.20,30.00,3
1,971.38,4.99,0.55,4.99,5.80,30.00,4
1,966.06,5.01,0.72,5.01,7.20,36.00,1
1,975.49,4.99,0.63,4.99,6.60,32.00,2
1,967.26,4.99,0.63,4.99,6.20,30.00,3
1,971.38,4.99,0.55,4.99,5.30,30.00,4
1,973.26,5.00,0.72,5.00,7.20,36.00,1
1,969.83,5.00,0.64,5.00,6.50,32.00,2
1,966.23,4.99,0.63,4.99,6.10,32.00,3
1,971.38,4.99,0.56,4.99,5.60,30.00,4
1,973.26,5.01,0.70,5.01,7.30,36.00,1
1,966.75,4.99,0.65,4.99,6.70,32.00,2
1,967.43,5.00,0.62,5.00,6.10,30.00,3
1,972.40,4.99,0.57,4.99,5.70,30.00,4
1,969.83,5.01,0.71,5.01,7.00,36.00,1
1,961.26,4.99,0.64,4.99,6.30,32.00,2
1,966.23,4.99,0.62,4.99,6.10,30.00,3
1,976.01,4.99,0.55,4.99,5.60,30.00,4
1,973.26,5.00,0.71,5.00,7.20,36.00,1
1,965.89,4.99,0.64,4.99,6.30,32.00,2
1,970.52,4.99,0.60,4.99,6.50,32.00,3
1,976.01,4.99,0.59,4.99,5.70,30.00,4
1,970.35,5.01,0.73,5.01,7.20,36.00,1
1,966.75,4.99,0.64,4.99,6.50,32.00,2
1,967.43,4.99,0.64,4.99,6.10,32.00,3
1,976.01,5.00,0.55,5.00,5.80,30.00,4
1,973.26,5.01,0.70,5.01,7.20,36.00,1
1,965.89,4.99,0.65,4.99,6.30,32.00,2
1,970.52,4.99,0.63,4.99,6.40,32.00,3
1,967.60,5.00,0.58,5.00,5.70,30.00,4
1,965.03,5.00,0.72,5.00,7.00,36.00,1
1,975.66,4.99,0.63,4.99,6.70,32.00,2
1,967.43,4.99,0.61,4.99,6.20,30.00,3
1,968.80,5.00,0.56,5.00,5.60,30.00,4
1,970.35,5.01,0.71,5.01,7.00,36.00,1
1,965.89,4.99,0.66,4.99,6.50,32.00,2
1,966.40,4.99,0.64,4.99,6.30,32.00,3
1,967.77,4.99,0.58,4.99,5.60,30.00,4
1,960.57,5.00,0.71,5.00,7.00,36.00,1
1,961.77,4.99,0.65,4.99,6.50,32.00,2
1,967.26,4.99,0.64,4.99,6.20,30.00,3
1,977.04,4.99,0.56,4.99,5.70,30.00,4
1,961.26,5.00,0.71,5.00,7.40,32.00,1
1,974.46,4.99,0.65,4.99,6.40,32.00,2
1,970.52,4.99,0.61,4.99,6.00,30.00,3
1,976.01,4.99,0.56,4.99,5.60,30.00,4
1,973.43,5.01,0.74,5.01,7.10,36.00,1
1,974.63,4.99,0.65,4.99,6.50,30.00,2
1,966.40,4.99,0.61,4.99,6.10,30.00,3
1,967.77,4.99,0.57,4.99,5.80,30.00,4
1,961.43,5.00,0.73,5.00,7.10,36.00,1
1,975.49,4.99,0.64,4.99,6.20,32.00,2
1,967.43,4.99,0.61,4.99,6.30,32.00,3
1,975.83,4.99,0.54,4.99,5.50,30.00,4
1,973.43,5.00,0.73,5.00,7.20,36.00,1
1,965.89,5.00,0.64,5.00,6.40,32.00,2
1,966.40,4.99,0.61,4.99,6.10,30.00,3
1,967.77,4.99,0.57,4.99,5.60,30.00,4
1,960.40,5.01,0.72,5.01,7.30,36.00,1
1,975.66,4.99,0.64,4.99,6.40,32.00,2
1,967.43,4.99,0.62,4.99,6.20,30.00,3
1,968.80,4.99,0.57,4.99,5.40,26.00,4
1,970.18,5.01,0.71,5.01,7.10,36.00,1
1,961.77,4.99,0.64,4.99,6.80,32.00,2
1,966.23,4.99,0.61,4.99,6.30,30.00,3
1,975.83,4.99,0.55,4.99,5.80,30.00,4
1,973.43,5.00,0.73,5.00,6.90,36.00,1
1,965.89,4.99,0.64,4.99,6.50,32.00,2
1,967.09,4.99,0.61,4.99,6.40,30.00,3
1,977.04,4.99,0.56,4.99,5.70,30.00,4
1,974.46,5.01,0.72,5.01,7.20,36.00,1
1,962.63,5.00,0.64,5.00,6.70,32.00,2
1,967.43,4.99,0.62,4.99,6.10,30.00,3
1,976.01,4.99,0.55,4.99,5.60,30.00,4
1,960.40,5.00,0.71,5.00,7.30,36.00,1
1,965.89,4.99,0.66,4.99,6.30,32.00,2
1,966.23,4.99,0.60,4.99,6.10,30.00,3
1,976.01,4.99,0.56,4.99,5.80,30.00,4
1,973.61,5.00,0.75,5.00,7.20,36.00,1
1,966.92,4.99,0.64,4.99,6.50,32.00,2
1,967.43,4.99,0.63,4.99,6.50,32.00,3
1,977.04,5.00,0.57,5.00,5.70,30.00,4
1,961.43,5.01,0.71,5.01,7.00,36.00,1
1,974.46,4.99,0.64,4.99,6.40,32.00,2
1,966.23,4.99,0.61,4.99,6.20,32.00,3
1,967.77,4.99,0.58,4.99,5.60,30.00,4
1,973.43,5.01,0.71,5.01,6.90,36.00,1
1,961.77,5.00,0.64,5.00,6.30,32.00,2
1,971.55,4.99,0.62,4.99,6.30,32.00,3
1,968.80,4.99,0.55,4.99,5.40,26.00,4
1,961.60,5.00,0.71,5.00,7.10,36.00,1
1,965.89,4.99,0.62,4.99,6.50,32.00,2
1,970.52,4.99,0.65,4.99,6.20,30.00,3
1,967.60,4.99,0.53,4.99,5.60,26.00,4
1,960.57,5.01,0.71,5.01,7.00,36.00,1
1,974.46,4.99,0.64,4.99,6.40,32.00,2
1,967.60,4.99,0.63,4.99,6.10,30.00,3
1,968.80,4.99,0.57,4.99,5.60,30.00,4
1,966.06,5.00,0.70,5.00,7.00,36.00,1
1,975.49,4.99,0.64,4.99,6.40,32.00,2
1,966.40,4.99,0.61,4.99,6.20,30.00,3
1,967.77,4.99,0.54,4.99,5.70,30.00,4
1,960.40,5.01,0.72,5.01,6.80,32.00,1
1,965.89,4.99,0.66,4.99,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.30,32.00,3
1,968.80,4.99,0.56,4.99,5.50,30.00,4
1,974.46,5.01,0.72,5.01,7.20,36.00,1
1,966.92,4.99,0.63,4.99,6.20,30.00,2
1,966.57,4.99,0.61,4.99,6.20,30.00,3
1,967.60,4.99,0.56,4.99,5.50,30.00,4
1,960.57,5.00,0.70,5.00,7.10,36.00,1
1,974.63,5.00,0.64,5.00,6.20,30.00,2
1,966.40,4.99,0.61,4.99,6.10,30.00,3
1,967.60,4.99,0.55,4.99,6.00,26.00,4
1,961.43,5.01,0.72,5.01,7.30,36.00,1
1,967.09,4.99,0.65,4.99,6.30,32.00,2
1,967.43,4.99,0.62,4.99,6.20,30.00,3
1,967.77,4.99,0.56,4.99,5.60,30.00,4
1,973.43,5.01,0.69,5.01,7.20,36.00,1
1,974.46,4.99,0.65,4.99,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.10,30.00,3
1,967.77,4.99,0.55,4.99,5.50,26.00,4
1,961.43,5.00,0.72,5.00,7.00,36.00,1
1,962.80,5.00,0.67,5.00,6.40,32.00,2
1,971.55,4.99,0.63,4.99,6.20,32.00,3
1,968.80,4.99,0.57,4.99,5.50,26.00,4
1,969.15,5.01,0.74,5.01,7.00,36.00,1
1,974.63,4.99,0.65,4.99,6.60,32.00,2
1,966.40,4.99,0.62,4.99,6.20,30.00,3
1,967.77,4.99,0.56,4.99,5.80,30.00,4
1,973.43,5.01,0.72,5.01,7.20,36.00,1
1,974.63,4.99,0.64,4.99,6.40,32.00,2
1,967.43,4.99,0.64,4.99,6.20,30.00,3
1,968.80,4.99,0.58,4.99,5.80,30.00,4
1,974.46,5.00,0.69,5.00,7.20,36.00,1
1,967.09,4.99,0.65,4.99,6.60,32.00,2
1,966.40,4.99,0.63,4.99,6.30,30.00,3
1,967.77,4.99,0.58,4.99,5.50,30.00,4
1,960.40,5.01,0.72,5.01,7.10,36.00,1
1,974.46,5.00,0.64,5.00,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.50,32.00,3
1,968.80,4.99,0.56,4.99,5.50,26.00,4
1,970.18,5.01,0.73,5.01,7.20,36.00,1
1,966.92,5.00,0.65,5.00,6.00,30.00,2
1,967.60,5.00,0.63,5.00,6.20,30.00,3
1,967.77,4.99,0.56,4.99,5.70,30.00,4
1,960.57,5.00,0.71,5.00,7.20,36.00,1
1,961.77,5.00,0.65,5.00,6.50,32.00,2
1,966.40,4.99,0.63,4.99,6.20,30.00,3
1,968.80,4.99,0.58,4.99,5.50,26.00,4
1,970.18,5.01,0.71,5.01,7.10,36.00,1
1,971.38,4.99,0.66,4.99,6.30,32.00,2
1,971.55,4.99,0.61,4.99,6.20,32.00,3
1,967.77,4.99,0.57,4.99,5.50,30.00,4
1,973.43,5.00,0.71,5.00,7.20,36.00,1
1,974.46,4.99,0.64,4.99,6.50,32.00,2
1,966.40,4.99,0.61,4.99,6.50,32.00,3
1,967.60,4.99,0.58,4.99,5.70,30.00,4
1,973.43,5.00,0.72,5.00,7.30,36.00,1
1,966.92,4.99,0.63,4.99,6.20,30.00,2
1,967.43,5.00,0.62,5.00,6.20,30.00,3
1,968.80,4.99,0.58,4.99,5.50,26.00,4
1,960.57,5.01,0.71,5.01,7.30,36.00,1
1,961.77,4.99,0.64,4.99,6.30,32.00,2
1,966.40,4.99,0.61,4.99,6.30,32.00,3
1,967.77,4.99,0.58,4.99,5.90,30.00,4
1,969.15,5.00,0.71,5.00,7.20,36.00,1
1,962.80,5.00,0.63,5.00,6.20,30.00,2
1,967.43,4.99,0.61,4.99,6.30,32.00,3
1,968.80,4.99,0.56,4.99,5.50,26.00,4
1,969.15,5.00,0.71,5.00,7.10,36.00,1
1,974.63,4.99,0.66,4.99,6.30,32.00,2
1,966.40,5.00,0.61,5.00,6.20,30.00,3
1,967.77,5.00,0.55,5.00,5.60,30.00,4
1,973.43,5.01,0.72,5.01,7.10,36.00,1
1,961.77,5.00,0.66,5.00,6.30,32.00,2
1,971.55,4.99,0.64,4.99,6.20,30.00,3
1,968.80,5.00,0.57,5.00,5.70,30.00,4
1,966.06,5.00,0.69,5.00,7.10,36.00,1
1,962.80,4.99,0.65,4.99,6.30,32.00,2
1,966.40,4.99,0.62,4.99,6.10,30.00,3
1,967.77,4.99,0.58,4.99,5.70,30.00,4
1,973.43,5.00,0.70,5.00,7.30,36.00,1
1,965.89,5.00,0.63,5.00,6.40,32.00,2
1,967.43,4.99,0.61,4.99,6.20,32.00,3
1,968.80,4.99,0.55,4.99,5.60,30.00,4
1,974.46,5.01,0.70,5.01,7.10,36.00,1
1,975.66,4.99,0.63,4.99,6.50,32.00,2
1,967.60,4.99,0.63,4.99,6.30,32.00,3
1,967.60,4.99,0.53,4.99,5.70,30.00,4
1,960.40,5.00,0.73,5.00,7.10,36.00,1
1,961.77,4.99,0.64,4.99,6.40,32.00,2
1,966.40,4.99,0.63,4.99,6.20,30.00,3
1,968.80,4.99,0.57,4.99,5.70,26.00,4
1,974.46,5.00,0.70,5.00,7.10,36.00,1
1,966.92,4.99,0.67,4.99,6.50,32.00,2
1,967.43,4.99,0.64,4.99,6.20,30.00,3
1,967.60,4.99,0.54,4.99,5.70,26.00,4
1,969.32,5.01,0.71,5.01,7.00,36.00,1
1,966.06,4.99,0.63,4.99,6.60,32.00,2
1,966.40,4.99,0.62,4.99,6.10,30.00,3
1,967.77,4.99,0.56,4.99,5.50,30.00,4
1,966.06,5.00,0.70,5.00,7.30,36.00,1
1,962.80,4.99,0.64,4.99,6.30,32.00,2
1,967.43,4.99,0.64,4.99,6.20,30.00,3
1,976.01,4.99,0.59,4.99,5.70,30.00,4
1,965.03,5.01,0.72,5.01,7.10,36.00,1
1,961.60,4.99,0.64,4.99,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.40,30.00,3
1,967.77,4.99,0.55,4.99,5.40,26.00,4
1,961.43,5.01,0.71,5.01,7.20,36.00,1
1,975.66,4.99,0.64,4.99,6.30,32.00,2
1,967.43,4.99,0.63,4.99,6.40,30.00,3
1,977.04,4.99,0.57,4.99,5.90,30.00,4
1,961.60,5.00,0.73,5.00,7.20,36.00,1
1,965.89,5.00,0.65,5.00,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.30,32.00,3
1,967.77,4.99,0.56,4.99,5.70,30.00,4
1,973.43,5.01,0.72,5.01,7.30,36.00,1
1,966.92,4.99,0.62,4.99,6.50,32.00,2
1,967.43,4.99,0.62,4.99,6.30,32.00,3
1,968.80,5.00,0.57,5.00,5.70,30.00,4
1,970.18,5.01,0.71,5.01,7.20,36.00,1
1,965.72,4.99,0.64,4.99,6.50,32.00,2
1,966.40,4.99,0.61,4.99,6.10,30.00,3
1,967.77,5.00,0.57,5.00,5.60,30.00,4
1,973.43,5.00,0.72,5.00,7.10,36.00,1
1,961.77,4.99,0.64,4.99,6.40,32.00,2
1,967.60,4.99,0.62,4.99,6.20,30.00,3
1,968.80,5.00,0.56,5.00,5.50,26.00,4
1,974.46,5.01,0.70,5.01,7.00,36.00,1
1,975.66,4.99,0.63,4.99,6.40,32.00,2
1,966.40,4.99,0.64,4.99,6.20,30.00,3
1,967.60,5.00,0.58,5.00,5.60,30.00,4
1,965.03,5.01,0.73,5.01,7.10,36.00,1
1,974.46,5.00,0.64,5.00,6.30,32.00,2
1,966.57,5.00,0.63,5.00,6.30,32.00,3
1,967.77,4.99,0.56,4.99,5.60,30.00,4
1,966.06,5.00,0.71,5.00,7.20,36.00,1
1,975.66,4.99,0.66,4.99,6.20,30.00,2
1,967.60,4.99,0.61,4.99,6.10,32.00,3
1,967.77,4.99,0.56,4.99,5.70,30.00,4
1,960.57,5.01,0.71,5.01,7.20,36.00,1
1,974.46,4.99,0.64,4.99,6.60,32.00,2
1,966.40,4.99,0.61,4.99,6.40,30.00,3
1,967.60,4.99,0.56,4.99,5.70,26.00,4
1,973.43,5.01,0.72,5.01,7.10,36.00,1
1,975.66,5.00,0.64,5.00,6.50,32.00,2
1,967.43,4.99,0.65,4.99,6.10,30.00,3
1,968.80,4.99,0.57,4.99,5.70,26.00,4
1,961.60,5.00,0.73,5.00,7.20,36.00,1
1,974.63,5.00,0.66,5.00,6.40,32.00,2
1,966.57,5.00,0.61,5.00,5.80,30.00,3
1,967.77,5.00,0.54,5.00,5.60,30.00,4
1,960.57,5.01,0.73,5.01,7.10,36.00,1
1,966.92,4.99,0.66,4.99,6.40,32.00,2
1,971.55,4.99,0.60,4.99,6.30,32.00,3
1,968.80,5.00,0.58,5.00,5.60,30.00,4
1,970.35,5.01,0.72,5.01,7.20,36.00,1
1,965.89,4.99,0.64,4.99,6.60,32.00,2
1,970.52,4.99,0.63,4.99,6.20,30.00,3
1,967.77,5.00,0.57,5.00,5.40,26.00,4
1,973.43,5.00,0.70,5.00,6.80,36.00,1
1,965.89,5.00,0.65,5.00,6.50,32.00,2
1,966.40,4.99,0.63,4.99,6.30,32.00,3
1,968.97,5.00,0.57,5.00,5.50,26.00,4
1,961.43,5.01,0.71,5.01,7.30,36.00,1
1,967.09,5.00,0.64,5.00,6.50,32.00,2
1,966.57,5.00,0.62,5.00,6.00,30.00,3
1,967.60,5.00,0.57,5.00,5.60,30.00,4
1,969.15,5.01,0.70,5.01,7.00,36.00,1
1,974.63,5.00,0.63,5.00,6.40,32.00,2
1,966.57,4.99,0.63,4.99,6.10,30.00,3
1,967.77,4.99,0.54,4.99,5.60,30.00,4
1,961.60,5.00,0.71,5.00,7.30,36.00,1
1,975.66,4.99,0.64,4.99,6.30,30.00,2
1,967.43,4.99,0.61,4.99,6.00,30.00,3
1,967.60,4.99,0.55,4.99,5.80,30.00,4
1,960.40,5.01,0.72,5.01,7.30,36.00,1
1,974.63,4.99,0.66,4.99,6.30,32.00,2
1,966.57,4.99,0.66,4.99,6.40,32.00,3
1,976.01,4.99,0.55,4.99,5.60,30.00,4
1,961.60,5.01,0.73,5.01,7.20,36.00,1
1,975.66,5.00,0.64,5.00,6.50,32.00,2
1,967.43,4.99,0.62,4.99,6.20,30.00,3
1,968.80,4.99,0.56,4.99,5.40,26.00,4
1,965.03,5.00,0.71,5.00,7.20,36.00,1
1,974.63,5.00,0.65,5.00,6.40,32.00,2
1,966.40,4.99,0.64,4.99,6.20,30.00,3
1,967.77,4.99,0.56,4.99,5.60,30.00,4
1,973.43,5.00,0.73,5.00,7.10,36.00,1
1,974.46,4.99,0.67,4.99,6.30,32.00,2
1,967.43,4.99,0.64,4.99,6.50,30.00,3
1,977.04,5.00,0.58,5.00,5.50,26.00,4
1,974.46,5.01,0.71,5.01,7.10,36.00,1
1,962.97,5.00,0.63,5.00,6.40,32.00,2
1,967.60,4.99,0.61,4.99,6.10,32.00,3
1,971.38,5.00,0.57,5.00,5.60,30.00,4
1,973.43,5.01,0.73,5.01,7.30,36.00,1
1,965.72,5.00,0.63,5.00,6.40,32.00,2
1,966.40,4.99,0.62,4.99,6.20,30.00,3
1,971.38,4.99,0.54,4.99,5.80,30.00,4
1,973.26,5.00,0.74,5.00,7.30,36.00,1
1,975.66,4.99,0.66,4.99,6.40,30.00,2
1,971.03,4.99,0.60,4.99,6.40,32.00,3
1,968.29,4.99,0.56,4.99,5.60,30.00,4
1,969.83,5.00,0.72,5.00,7.10,36.00,1
1,970.00,5.00,0.65,5.00,6.50,32.00,2
1,962.29,4.99,0.63,4.99,6.30,32.00,3
1,971.38,4.99,0.56,4.99,5.60,26.00,4
1,968.80,5.01,0.71,5.01,7.20,36.00,1
1,965.89,5.00,0.65,5.00,6.40,32.00,2
1,974.29,4.99,0.60,4.99,6.50,32.00,3
1,972.40,5.00,0.58,5.00,5.50,26.00,4
1,965.72,5.01,0.70,5.01,7.50,36.00,1
1,966.92,4.99,0.63,4.99,6.40,30.00,2
1,970.18,4.99,0.62,4.99,6.40,32.00,3
1,971.38,5.00,0.55,5.00,5.50,26.00,4
1,964.52,5.00,0.72,5.00,7.10,36.00,1
1,970.18,4.99,0.67,4.99,6.50,32.0,2
1,0.00,4.99,0.62,4.99,6.30,32.00,2
1,971.72,4.99,0.57,4.99,5.50,30.00,3
1,976.35,5.01,0.72,5.01,6.90,36.00,4
1,968.97,5.00,0.66,5.00,6.40,32.00,1
1,969.15,5.00,0.61,5.00,6.30,32.00,2
1,966.57,5.00,0.57,5.00,5.70,30.00,3
1,967.95,5.02,0.72,5.02,7.10,36.00,4
1,960.74,5.00,0.65,5.00,6.10,30.00,1
1,970.69,5.00,0.66,5.00,6.40,32.00,2
1,967.60,5.00,0.56,5.00,5.40,26.00,3
1,969.15,5.01,0.72,5.01,7.20,36.00,4
1,961.77,5.00,0.62,5.00,6.00,30.00,1
1,960.91,5.00,0.63,5.00,6.30,32.00,2
1,970.69,5.00,0.56,5.00,5.60,30.00,3
1,976.35,5.01,0.70,5.01,7.10,36.00,4
1,965.03,5.00,0.64,5.00,6.50,32.00,1
1,962.11,5.00,0.67,5.00,6.40,30.00,2
1,967.60,5.00,0.56,5.00,5.70,30.00,3
1,977.21,5.01,0.73,5.01,7.20,36.00,4
1,970.18,5.00,0.63,5.00,6.30,32.00,1
1,970.35,5.00,0.62,5.00,6.20,32.00,2
1,966.75,5.00,0.54,5.00,5.80,30.00,3
1,976.35,5.02,0.69,5.02,7.00,36.00,4
1,960.40,5.00,0.65,5.00,6.20,32.00,1
1,960.74,5.00,0.66,5.00,6.10,32.00,2
1,966.75,5.00,0.54,5.00,5.60,30.00,3
1,973.09,5.02,0.71,5.02,7.00,36.00,4
1,970.18,5.00,0.64,5.00,6.50,32.00,1
1,966.23,5.00,0.65,5.00,6.40,32.00,2
1,967.77,5.00,0.55,5.00,5.60,30.00,3
1,976.18,5.02,0.72,5.02,7.10,36.00,4
1,960.74,5.00,0.67,5.00,6.30,32.00,1
1,969.49,5.00,0.64,5.00,6.40,32.00,2
1,966.75,5.00,0.54,5.00,5.60,30.00,3
1,968.12,5.01,0.70,5.01,7.10,36.00,4
1,966.06,5.00,0.62,5.00,6.60,32.00,1
1,970.52,5.00,0.63,5.00,6.40,32.00,2
1,967.77,5.00,0.55,5.00,5.70,30.00,3
1,968.46,5.02,0.71,5.02,7.30,36.00,4
1,969.49,5.01,0.62,5.01,6.20,30.00,1
1,961.09,5.00,0.62,5.00,6.60,32.00,2
1,970.86,5.00,0.58,5.00,5.60,26.00,3
1,967.95,5.02,0.73,5.02,6.90,36.00,4
1,969.15,5.00,0.63,5.00,6.40,32.00,1
1,974.63,5.00,0.65,5.00,6.60,32.00,2
1,967.77,5.00,0.55,5.00,5.80,30.00,3
1,972.92,5.02,0.73,5.02,7.30,36.00,4
1,961.94,5.01,0.64,5.01,6.40,32.00,1
1,965.20,5.00,0.65,5.00,6.20,32.00,2
1,966.75,5.00,0.58,5.00,5.80,30.00,3
1,968.12,5.02,0.71,5.02,7.20,36.00,4
1,960.91,5.00,0.63,5.00,6.30,32.00,1
1,966.40,5.00,0.63,5.00,6.30,32.00,2
1,971.89,5.00,0.56,5.00,5.60,30.00,3
1,973.26,5.01,0.73,5.01,7.20,36.00,4
1,961.77,5.01,0.64,5.01,6.50,32.00,1
1,969.49,5.00,0.62,5.00,6.40,32.00,2
1,966.92,5.00,0.54,5.00,5.50,26.00,3
1,968.12,5.02,0.71,5.02,7.30,36.00,4
1,960.74,5.01,0.66,5.01,6.50,32.00,1
1,965.37,5.00,0.62,5.00,6.50,32.00,2
1,967.95,5.00,0.55,5.00,5.50,30.00,3
1,969.15,5.02,0.71,5.02,7.10,36.00,4
1,966.23,5.00,0.63,5.00,6.20,32.00,1
1,965.20,5.00,0.64,5.00,6.40,32.00,2
1,966.75,5.00,0.57,5.00,5.50,30.00,3
1,976.35,5.02,0.69,5.02,6.80,32.00,4
1,969.49,5.01,0.66,5.01,6.40,32.00,1
1,965.37,5.00,0.63,5.00,6.30,32.00,2
1,966.75,5.00,0.55,5.00,5.70,30.00,3
1,969.15,5.02,0.71,5.02,7.20,36.00,4
1,966.06,5.00,0.63,5.00,6.40,32.00,1
1,966.40,5.01,0.63,5.01,6.40,32.00,2
1,966.75,5.01,0.56,5.01,5.60,30.00,3
1,968.12,5.02,0.70,5.02,7.30,36.00,4
1,965.03,5.01,0.62,5.01,6.20,30.00,1
1,965.20,5.01,0.63,5.01,6.40,32.00,2
1,970.86,5.00,0.56,5.00,5.60,26.00,3
1,972.23,5.02,0.72,5.02,7.20,36.00,4
1,970.35,5.00,0.63,5.00,6.30,32.00,1
1,966.40,5.00,0.62,5.00,6.30,32.00,2
1,967.77,5.00,0.55,5.00,5.80,30.00,3
1,972.23,5.02,0.69,5.02,7.10,36.00,4
1,969.15,5.00,0.63,5.00,6.30,32.00,1
1,965.37,5.00,0.64,5.00,6.20,30.00,2
1,966.75,5.01,0.56,5.01,5.80,30.00,3
