Region,Distance (mm),Bus Voltage (V),Shunt Voltage (V),Load Voltage (V),Current (mA),Power (mW),Sensor #
1,968.12,5.02,0.71,5.02,6.90,36.00,4
1,969.15,5.01,0.66,5.01,6.80,32.00,1
1,966.57,5.00,0.64,5.00,6.40,30.00,2
1,967.77,5.00,0.57,5.00,5.80,30.00,3
1,969.32,5.02,0.71,5.02,7.00,36.00,4
1,960.74,5.00,0.64,5.00,6.40,32.00,1
1,965.37,5.00,0.63,5.00,6.30,32.00,2
1,971.03,5.00,0.57,5.00,5.70,30.00,3
1,972.23,5.02,0.72,5.02,7.20,36.00,4
1,960.91,5.01,0.65,5.01,6.30,32.00,1
1,966.40,5.00,0.62,5.00,6.30,32.00,2
1,972.06,5.00,0.54,5.00,5.50,30.00,3
1,973.43,5.02,0.70,5.02,7.20,36.00,4
1,966.23,5.00,0.63,5.00,6.50,30.00,1
1,965.20,5.00,0.66,5.00,6.30,32.00,2
1,970.86,5.01,0.57,5.01,5.70,30.00,3
1,972.23,5.02,0.72,5.02,7.10,36.00,4
1,969.66,5.01,0.65,5.01,6.30,32.00,1
1,969.32,5.00,0.65,5.00,6.20,32.00,2
1,971.03,5.00,0.54,5.00,5.60,26.00,3
1,973.26,5.02,0.73,5.02,7.20,36.00,4
1,970.69,5.00,0.64,5.00,6.50,32.00,1
1,962.29,5.00,0.63,5.00,6.20,30.00,2
1,967.95,5.00,0.57,5.00,5.50,30.00,3
1,968.12,5.02,0.71,5.02,7.00,36.00,4
1,965.03,5.01,0.64,5.01,6.70,32.00,1
1,965.37,5.00,0.64,5.00,6.30,32.00,2
1,966.75,5.00,0.55,5.00,5.50,26.00,3
1,968.12,5.02,0.72,5.02,7.10,36.00,4
1,962.11,5.00,0.64,5.00,6.40,32.00,1
1,966.40,5.00,0.63,5.00,6.30,32.00,2
1,971.89,5.01,0.54,5.01,5.50,26.00,3
1,972.23,5.02,0.71,5.02,7.30,36.00,4
1,960.74,5.01,0.65,5.01,6.50,32.00,1
1,969.32,5.01,0.65,5.01,6.30,32.00,2
1,971.03,5.00,0.56,5.00,5.70,30.00,3
1,972.23,5.02,0.72,5.02,7.00,36.00,4
1,960.91,5.01,0.63,5.01,6.40,32.00,1
1,970.52,5.01,0.63,5.01,6.40,32.00,2
1,967.95,5.00,0.56,5.00,5.80,30.00,3
1,973.26,5.02,0.71,5.02,7.00,36.00,4
1,960.91,5.01,0.65,5.01,6.20,32.00,1
1,969.32,5.01,0.65,5.01,6.70,32.00,2
1,966.92,5.01,0.55,5.01,5.80,30.00,3
1,972.23,5.02,0.70,5.02,7.10,36.00,4
1,965.03,5.01,0.65,5.01,6.40,32.00,1
1,969.83,5.01,0.63,5.01,6.40,32.00,2
1,972.06,5.01,0.56,5.01,5.50,26.00,3
1,973.26,5.02,0.71,5.02,7.00,36.00,4
1,961.94,5.00,0.64,5.00,6.30,32.00,1
1,961.26,5.01,0.62,5.01,6.10,30.00,2
1,970.86,5.00,0.56,5.00,5.60,30.00,3
1,972.23,5.02,0.70,5.02,7.20,36.00,4
1,973.78,5.01,0.63,5.01,6.50,32.00,1
1,969.83,5.01,0.64,5.01,6.40,32.00,2
1,971.03,5.01,0.54,5.01,5.70,30.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,974.98,5.01,0.66,5.01,6.30,32.00,1
1,970.35,5.01,0.63,5.01,6.20,30.00,2
1,968.29,5.00,0.56,5.00,5.70,30.00,3
1,973.09,5.02,0.72,5.02,7.10,36.00,4
1,960.91,5.01,0.66,5.01,6.50,32.00,1
1,969.32,5.01,0.63,5.01,6.30,32.00,2
1,970.86,5.00,0.54,5.00,5.70,30.00,3
1,972.23,5.02,0.72,5.02,7.00,36.00,4
1,960.91,5.01,0.64,5.01,6.30,32.00,1
1,966.57,5.01,0.62,5.01,6.50,32.00,2
1,967.95,5.01,0.55,5.01,5.80,30.00,3
1,973.43,5.03,0.71,5.03,7.00,36.00,4
1,974.81,5.01,0.65,5.01,6.40,32.00,1
1,965.37,5.01,0.64,5.01,6.40,32.00,2
1,971.03,5.01,0.55,5.01,5.60,30.00,3
1,972.06,5.02,0.72,5.02,7.10,36.00,4
1,960.91,5.01,0.63,5.01,6.30,32.00,1
1,961.26,5.01,0.64,5.01,6.20,30.00,2
1,971.03,5.00,0.57,5.00,5.50,30.00,3
1,973.26,5.02,0.69,5.02,7.20,36.00,4
1,961.94,5.01,0.65,5.01,6.50,32.00,1
1,970.35,5.01,0.64,5.01,6.50,32.00,2
1,971.03,5.00,0.57,5.00,5.60,30.00,3
1,968.12,5.02,0.72,5.02,7.10,36.00,4
1,969.66,5.00,0.65,5.00,6.30,32.00,1
1,965.37,5.01,0.63,5.01,6.60,32.00,2
1,971.03,5.01,0.57,5.01,5.50,26.00,3
1,972.06,5.02,0.69,5.02,7.20,36.00,4
1,970.52,5.01,0.63,5.01,6.40,32.00,1
1,962.11,5.00,0.64,5.00,6.40,32.00,2
1,972.06,5.00,0.59,5.00,5.90,30.00,3
1,973.26,5.02,0.73,5.02,7.00,36.00,4
1,960.91,5.00,0.64,5.00,6.40,32.00,1
1,969.32,5.00,0.63,5.00,6.30,30.00,2
1,966.75,5.01,0.54,5.01,5.50,30.00,3
1,972.06,5.02,0.69,5.02,7.30,36.00,4
1,969.15,5.01,0.63,5.01,6.30,32.00,1
1,966.23,5.00,0.65,5.00,6.30,32.00,2
1,972.06,5.01,0.59,5.01,5.40,26.00,3
1,973.09,5.02,0.71,5.02,7.00,36.00,4
1,974.81,5.01,0.65,5.01,6.30,32.00,1
1,962.11,5.01,0.65,5.01,6.60,30.00,2
1,971.03,5.00,0.55,5.00,5.50,30.00,3
1,972.06,5.02,0.69,5.02,7.10,36.00,4
1,969.66,5.01,0.63,5.01,6.40,32.00,1
1,973.78,5.00,0.63,5.00,6.20,30.00,2
1,970.86,5.01,0.56,5.01,5.70,30.00,3
1,972.06,5.02,0.70,5.02,6.90,36.00,4
1,970.69,5.00,0.65,5.00,6.40,32.00,1
1,966.40,5.01,0.62,5.01,6.50,32.00,2
1,967.77,5.01,0.55,5.01,5.60,30.00,3
1,968.12,5.02,0.73,5.02,7.30,36.00,4
1,965.03,5.01,0.62,5.01,6.20,30.00,1
1,965.20,5.00,0.65,5.00,6.40,32.00,2
1,966.92,5.00,0.54,5.00,5.60,26.00,3
1,972.23,5.03,0.74,5.03,7.10,36.00,4
1,969.66,5.01,0.64,5.01,6.10,32.00,1
1,966.40,5.00,0.64,5.00,6.30,32.00,2
1,967.95,5.01,0.56,5.01,5.70,30.00,3
1,969.15,5.03,0.71,5.03,7.10,36.00,4
1,969.15,5.01,0.65,5.01,6.40,32.00,1
1,965.20,5.00,0.65,5.00,6.50,32.00,2
1,966.92,5.01,0.57,5.01,5.60,30.00,3
1,968.12,5.02,0.72,5.02,7.00,36.00,4
1,969.15,5.00,0.63,5.00,6.40,32.00,1
1,966.40,5.00,0.65,5.00,6.20,32.00,2
1,967.95,5.01,0.57,5.01,5.70,30.00,3
1,973.09,5.03,0.70,5.03,7.20,36.00,4
1,966.06,5.02,0.64,5.02,6.60,32.00,1
1,961.09,5.01,0.62,5.01,6.50,32.00,2
1,966.75,5.00,0.57,5.00,5.60,26.00,3
1,968.12,5.03,0.70,5.03,7.10,36.00,4
1,965.03,5.00,0.63,5.00,6.60,32.00,1
1,965.72,5.00,0.65,5.00,6.40,32.00,2
1,967.95,5.01,0.58,5.01,5.60,30.00,3
1,973.09,5.02,0.70,5.02,7.30,36.00,4
1,970.35,5.01,0.63,5.01,6.30,32.00,1
1,965.54,5.00,0.64,5.00,6.40,32.00,2
1,966.92,5.01,0.56,5.01,5.80,30.00,3
1,972.06,5.02,0.73,5.02,7.10,36.00,4
1,965.03,5.01,0.65,5.01,6.40,32.00,1
1,969.32,5.00,0.63,5.00,6.30,32.00,2
1,966.92,5.00,0.57,5.00,5.70,30.00,3
1,973.26,5.02,0.72,5.02,7.10,36.00,4
1,966.06,5.01,0.64,5.01,6.20,30.00,1
1,962.11,5.00,0.63,5.00,6.50,32.00,2
1,966.92,5.01,0.55,5.01,5.70,30.00,3
1,972.06,5.02,0.72,5.02,7.20,36.00,4
1,965.03,5.01,0.63,5.01,6.30,32.00,1
1,965.37,5.00,0.66,5.00,6.30,32.00,2
1,966.92,5.01,0.55,5.01,5.60,30.00,3
1,968.80,5.02,0.69,5.02,7.20,36.00,4
1,966.06,5.01,0.64,5.01,6.50,32.00,1
1,966.40,5.00,0.64,5.00,6.40,32.00,2
1,971.89,5.00,0.55,5.00,5.70,30.00,3
1,972.06,5.02,0.72,5.02,7.20,36.00,4
1,969.66,5.01,0.65,5.01,6.30,32.00,1
1,965.37,5.00,0.63,5.00,6.40,32.00,2
1,966.92,5.01,0.57,5.01,5.60,30.00,3
1,972.23,5.03,0.71,5.03,7.10,36.00,4
1,973.61,5.01,0.63,5.01,6.50,32.00,1
1,970.52,5.00,0.64,5.00,6.40,32.00,2
1,967.95,5.01,0.56,5.01,5.60,30.00,3
1,973.26,5.03,0.71,5.03,7.20,36.00,4
1,974.81,5.01,0.64,5.01,6.50,32.00,1
1,965.20,5.00,0.65,5.00,6.40,32.00,2
1,966.75,5.01,0.55,5.01,5.70,26.00,3
1,972.23,5.03,0.72,5.03,7.00,36.00,4
1,960.74,5.01,0.67,5.01,6.50,32.00,1
1,969.32,5.00,0.65,5.00,6.40,32.00,2
1,967.95,5.00,0.54,5.00,5.50,26.00,3
1,973.26,5.03,0.71,5.03,7.10,36.00,4
1,974.81,5.01,0.63,5.01,6.20,32.00,1
1,966.40,5.00,0.65,5.00,6.40,32.00,2
1,966.92,5.01,0.56,5.01,5.60,30.00,3
1,972.23,5.03,0.71,5.03,7.10,36.00,4
1,965.03,5.01,0.64,5.01,6.50,32.00,1
1,969.32,5.00,0.63,5.00,6.30,32.00,2
1,971.03,5.00,0.58,5.00,5.80,30.00,3
1,968.29,5.02,0.71,5.02,7.10,36.00,4
1,970.52,5.01,0.65,5.01,6.40,32.00,1
1,970.52,5.00,0.64,5.00,6.50,30.00,2
1,972.06,5.01,0.56,5.01,5.60,30.00,3
1,973.43,5.02,0.73,5.02,7.20,36.00,4
1,974.29,5.02,0.64,5.02,6.20,30.00,1
1,961.09,5.01,0.63,5.01,6.30,32.00,2
1,971.03,5.01,0.56,5.01,5.70,30.00,3
1,972.06,5.02,0.73,5.02,7.20,36.00,4
1,973.78,5.01,0.63,5.01,6.30,32.00,1
1,965.37,5.01,0.62,5.01,6.20,32.00,2
1,971.03,5.01,0.58,5.01,5.70,26.00,3
1,973.26,5.02,0.71,5.02,7.00,36.00,4
1,961.94,5.01,0.64,5.01,6.60,32.00,1
1,970.52,5.00,0.65,5.00,6.50,32.00,2
1,967.26,5.01,0.58,5.01,5.90,30.00,3
1,968.46,5.02,0.71,5.02,7.00,36.00,4
1,960.74,5.01,0.64,5.01,6.30,32.00,1
1,961.26,5.00,0.61,5.00,6.40,32.00,2
1,967.26,5.00,0.54,5.00,5.70,30.00,3
1,973.26,5.02,0.72,5.02,7.30,36.00,4
1,970.35,5.01,0.65,5.01,6.40,32.00,1
1,966.40,5.00,0.64,5.00,6.40,32.00,2
1,972.06,5.01,0.59,5.01,5.60,30.00,3
1,972.23,5.02,0.69,5.02,7.20,36.00,4
1,973.95,5.01,0.64,5.01,6.50,32.00,1
1,965.37,5.00,0.61,5.00,6.20,32.00,2
1,963.14,5.01,0.55,5.01,5.80,30.00,3
1,972.06,5.02,0.70,5.02,7.30,36.00,4
1,969.66,5.01,0.64,5.01,6.30,32.00,1
1,966.40,5.00,0.62,5.00,6.20,32.00,2
1,971.89,5.01,0.55,5.01,5.60,30.00,3
1,973.26,5.02,0.72,5.02,7.00,36.00,4
1,960.91,5.01,0.64,5.01,6.50,32.00,1
1,969.83,5.00,0.64,5.00,6.50,32.00,2
1,971.03,5.00,0.54,5.00,5.70,26.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,973.78,5.02,0.65,5.02,6.20,30.00,1
1,969.49,5.00,0.64,5.00,6.30,32.00,2
1,972.23,5.01,0.55,5.01,5.50,26.00,3
1,973.43,5.02,0.70,5.02,7.30,36.00,4
1,974.81,5.01,0.65,5.01,6.50,32.00,1
1,962.29,5.00,0.64,5.00,6.30,32.00,2
1,972.06,5.00,0.56,5.00,5.70,26.00,3
1,972.40,5.02,0.70,5.02,7.20,36.00,4
1,973.78,5.01,0.64,5.01,6.40,32.00,1
1,969.49,5.01,0.64,5.01,6.20,30.00,2
1,971.20,5.01,0.58,5.01,5.50,26.00,3
1,972.23,5.02,0.72,5.02,7.20,36.00,4
1,960.91,5.01,0.64,5.01,6.50,32.00,1
1,962.29,5.00,0.63,5.00,6.50,32.00,2
1,972.23,5.01,0.57,5.01,5.40,26.00,3
1,973.43,5.02,0.73,5.02,7.20,36.00,4
1,960.74,5.01,0.62,5.01,6.30,32.00,1
1,969.49,5.00,0.64,5.00,6.40,32.00,2
1,970.86,5.01,0.58,5.01,5.70,30.00,3
1,972.23,5.03,0.71,5.03,6.90,36.00,4
1,973.78,5.01,0.65,5.01,6.30,32.00,1
1,961.26,5.00,0.64,5.00,6.60,32.00,2
1,968.29,5.01,0.56,5.01,5.90,30.00,3
1,973.26,5.03,0.70,5.03,7.00,36.00,4
1,974.81,5.01,0.62,5.01,6.40,32.00,1
1,962.11,5.00,0.66,5.00,6.30,30.00,2
1,971.03,5.01,0.54,5.01,5.70,30.00,3
1,972.23,5.02,0.73,5.02,7.20,36.00,4
1,973.78,5.01,0.63,5.01,6.50,32.00,1
1,969.49,5.01,0.65,5.01,6.30,32.00,2
1,971.03,5.01,0.55,5.01,5.70,30.00,3
1,972.23,5.03,0.73,5.03,7.10,36.00,4
1,969.49,5.01,0.64,5.01,6.30,32.00,1
1,974.98,5.01,0.65,5.01,6.50,32.00,2
1,972.06,5.01,0.56,5.01,5.70,30.00,3
1,973.43,5.03,0.73,5.03,7.20,36.00,4
1,961.94,5.01,0.64,5.01,6.30,32.00,1
1,961.26,5.01,0.64,5.01,6.30,32.00,2
1,971.03,5.00,0.56,5.00,5.50,26.00,3
1,972.23,5.03,0.72,5.03,7.10,36.00,4
1,969.66,5.01,0.65,5.01,6.40,32.00,1
1,961.09,5.01,0.67,5.01,6.30,32.00,2
1,972.06,5.00,0.58,5.00,5.70,30.00,3
1,973.26,5.03,0.69,5.03,7.20,36.00,4
1,974.98,5.01,0.65,5.01,6.10,30.00,1
1,962.29,5.01,0.61,5.01,6.40,32.00,2
1,975.15,5.01,0.58,5.01,5.80,30.00,3
1,972.23,5.03,0.72,5.03,7.10,36.00,4
1,973.78,5.01,0.64,5.01,6.30,32.00,1
1,973.78,5.01,0.65,5.01,6.50,32.00,2
1,975.15,5.00,0.56,5.00,5.50,30.00,3
1,972.23,5.03,0.71,5.03,7.20,36.00,4
1,973.78,5.01,0.65,5.01,6.20,32.00,1
1,962.11,5.01,0.63,5.01,6.50,32.00,2
1,972.06,5.01,0.54,5.01,5.70,30.00,3
1,973.43,5.03,0.69,5.03,6.80,32.00,4
1,961.94,5.01,0.64,5.01,6.60,32.00,1
1,973.95,5.01,0.60,5.01,6.20,30.00,2
1,971.03,5.00,0.56,5.00,5.40,26.00,3
1,972.23,5.03,0.71,5.03,7.20,36.00,4
1,969.66,5.01,0.63,5.01,6.30,32.00,1
1,961.09,5.01,0.64,5.01,6.30,32.00,2
1,967.26,5.01,0.58,5.01,5.60,30.00,3
1,973.09,5.02,0.72,5.02,7.00,36.00,4
1,961.94,5.01,0.64,5.01,6.40,32.00,1
1,974.98,5.01,0.64,5.01,6.10,30.00,2
1,968.29,5.01,0.57,5.01,5.70,30.00,3
1,972.23,5.02,0.70,5.02,7.30,36.00,4
1,973.78,5.01,0.64,5.01,6.30,30.00,1
1,961.09,5.01,0.62,5.01,6.20,30.00,2
1,967.26,5.01,0.55,5.01,5.60,26.00,3
1,972.23,5.02,0.70,5.02,7.30,36.00,4
1,961.77,5.01,0.64,5.01,6.50,32.00,1
1,962.29,5.01,0.63,5.01,6.30,32.00,2
1,968.29,5.01,0.54,5.01,5.80,30.00,3
1,972.23,5.02,0.70,5.02,7.10,36.00,4
1,969.49,5.01,0.65,5.01,6.30,30.00,1
1,973.95,5.01,0.64,5.01,6.30,32.00,2
1,971.20,5.01,0.55,5.01,5.70,30.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,965.37,5.01,0.66,5.01,6.50,32.00,1
1,962.11,5.01,0.62,5.01,6.20,30.00,2
1,972.06,5.01,0.56,5.01,5.60,30.00,3
1,973.43,5.02,0.69,5.02,7.20,36.00,4
1,970.69,5.01,0.65,5.01,6.50,32.00,1
1,962.29,5.01,0.62,5.01,6.20,30.00,2
1,967.09,5.01,0.56,5.01,5.70,30.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,969.49,5.01,0.64,5.01,6.20,30.00,1
1,961.26,5.01,0.63,5.01,6.60,30.00,2
1,967.26,5.01,0.57,5.01,5.70,30.00,3
1,973.26,5.02,0.70,5.02,7.10,32.00,4
1,974.81,5.01,0.66,5.01,6.70,32.00,1
1,962.29,5.00,0.63,5.00,6.20,32.00,2
1,968.46,5.00,0.55,5.00,5.80,30.00,3
1,972.23,5.02,0.71,5.02,7.20,36.00,4
1,973.78,5.01,0.63,5.01,6.30,32.00,1
1,965.37,5.00,0.66,5.00,6.30,32.00,2
1,971.20,5.01,0.57,5.01,5.60,30.00,3
1,980.81,5.02,0.71,5.02,7.60,36.00,4
1,960.74,5.01,0.62,5.01,6.70,32.00,1
1,973.95,5.00,0.67,5.00,6.20,30.00,2
1,972.06,5.00,0.56,5.00,5.60,26.00,3
1,973.43,5.02,0.70,5.02,7.20,36.00,4
1,974.81,5.01,0.61,5.01,6.60,32.00,1
1,970.52,5.01,0.66,5.01,6.20,32.00,2
1,967.26,5.01,0.58,5.01,5.70,30.00,3
1,972.23,5.02,0.71,5.02,7.50,36.00,4
1,973.95,5.01,0.66,5.01,6.50,32.00,1
1,973.95,5.01,0.64,5.01,6.50,30.00,2
1,971.03,5.01,0.57,5.01,5.40,26.00,3
1,972.40,5.02,0.69,5.02,7.30,36.00,4
1,969.83,5.01,0.64,5.01,6.20,32.00,1
1,966.40,5.01,0.62,5.01,6.50,32.00,2
1,976.69,5.01,0.56,5.01,5.60,26.00,3
1,973.26,5.02,0.72,5.02,7.00,36.00,4
1,970.69,5.01,0.63,5.01,6.20,30.00,1
1,970.00,5.01,0.63,5.01,6.40,32.00,2
1,971.03,5.01,0.56,5.01,5.70,30.00,3
1,972.23,5.02,0.73,5.02,6.90,36.00,4
1,961.09,5.01,0.62,5.01,6.50,32.00,1
1,970.00,5.01,0.61,5.01,6.30,32.00,2
1,971.03,5.01,0.56,5.01,5.40,26.00,3
1,973.43,5.02,0.71,5.02,7.00,36.00,4
1,974.98,5.01,0.64,5.01,6.40,32.00,1
1,966.40,5.01,0.65,5.01,6.30,32.00,2
1,972.06,5.01,0.57,5.01,5.50,26.00,3
1,968.12,5.02,0.70,5.02,7.10,36.00,4
1,973.78,5.01,0.62,5.01,6.10,30.00,1
1,969.83,5.01,0.63,5.01,6.50,32.00,2
1,975.66,5.01,0.57,5.01,5.70,30.00,3
1,972.40,5.02,0.73,5.02,7.00,36.00,4
1,969.66,5.01,0.63,5.01,6.50,32.00,1
1,970.00,5.01,0.65,5.01,6.40,32.00,2
1,968.29,5.01,0.57,5.01,5.50,30.00,3
1,969.66,5.02,0.70,5.02,7.30,36.00,4
1,970.69,5.01,0.65,5.01,6.50,32.00,1
1,973.95,5.01,0.63,5.01,6.40,32.00,2
1,967.26,5.01,0.58,5.01,5.50,26.00,3
1,972.40,5.02,0.73,5.02,7.00,36.00,4
1,973.95,5.01,0.64,5.01,6.40,32.00,1
1,961.26,5.01,0.62,5.01,6.00,30.00,2
1,967.43,5.01,0.57,5.01,5.60,26.00,3
1,969.66,5.02,0.71,5.02,7.20,36.00,4
1,961.94,5.01,0.62,5.01,6.20,30.00,1
1,975.15,5.01,0.65,5.01,6.60,32.00,2
1,968.29,5.01,0.56,5.01,5.60,30.00,3
1,968.63,5.02,0.72,5.02,6.90,36.00,4
1,973.95,5.01,0.64,5.01,6.50,32.00,1
1,965.54,5.01,0.63,5.01,6.50,32.00,2
1,967.26,5.01,0.57,5.01,5.70,30.00,3
1,972.23,5.02,0.71,5.02,7.40,36.00,4
1,969.66,5.01,0.64,5.01,6.30,32.00,1
1,962.29,5.01,0.65,5.01,6.70,32.00,2
1,976.35,5.00,0.55,5.00,5.80,30.00,3
1,977.72,5.02,0.73,5.02,6.90,36.00,4
1,966.40,5.01,0.63,5.01,6.40,32.00,1
1,969.83,5.00,0.64,5.00,6.40,32.00,2
1,967.43,5.01,0.57,5.01,5.50,26.00,3
1,976.69,5.02,0.72,5.02,7.00,36.00,4
1,973.78,5.01,0.64,5.01,6.30,32.00,1
1,974.12,5.01,0.63,5.01,6.50,32.00,2
1,975.66,5.01,0.53,5.01,5.50,26.00,3
1,976.35,5.02,0.73,5.02,7.30,36.00,4
1,966.57,5.01,0.62,5.01,6.40,32.00,1
1,966.40,5.00,0.65,5.00,6.50,32.00,2
1,968.46,5.01,0.55,5.01,5.60,30.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,960.91,5.00,0.64,5.00,6.40,32.00,1
1,969.83,5.00,0.67,5.00,6.20,30.00,2
1,967.26,5.01,0.56,5.01,5.70,30.00,3
1,980.98,5.02,0.72,5.02,7.30,36.00,4
1,969.66,5.02,0.64,5.02,6.60,32.00,1
1,973.95,5.00,0.61,5.00,6.40,32.00,2
1,975.83,5.01,0.58,5.01,5.80,30.00,3
1,973.26,5.02,0.69,5.02,7.20,36.00,4
1,970.69,5.01,0.66,5.01,6.50,32.00,1
1,962.29,5.01,0.64,5.01,6.40,32.00,2
1,967.26,5.01,0.58,5.01,5.40,26.00,3
1,972.23,5.02,0.69,5.02,7.10,36.00,4
1,973.95,5.02,0.66,5.02,6.40,32.00,1
1,969.49,5.01,0.62,5.01,6.50,32.00,2
1,971.20,5.00,0.55,5.00,5.50,30.00,3
1,972.23,5.02,0.73,5.02,7.20,36.00,4
1,965.37,5.01,0.63,5.01,6.50,32.00,1
1,975.15,5.01,0.65,5.01,6.30,32.00,2
1,968.29,5.01,0.53,5.01,5.60,30.00,3
1,973.26,5.03,0.73,5.03,6.80,32.00,4
1,974.98,5.01,0.64,5.01,6.70,32.00,1
1,961.26,5.01,0.63,5.01,6.50,32.00,2
1,975.15,5.01,0.57,5.01,5.60,30.00,3
1,972.23,5.02,0.71,5.02,7.10,36.00,4
1,973.95,5.01,0.66,5.01,6.60,32.00,1
1,974.12,5.01,0.67,5.01,6.50,32.00,2
1,967.26,5.01,0.59,5.01,5.50,30.00,3
1,972.40,5.02,0.72,5.02,7.20,36.00,4
1,970.86,5.01,0.63,5.01,6.40,32.00,1
1,970.86,5.00,0.63,5.00,6.50,32.00,2
1,968.29,5.01,0.59,5.01,5.60,30.00,3
1,973.26,5.03,0.68,5.03,7.10,36.00,4
1,973.78,5.01,0.62,5.01,6.20,30.00,1
1,973.95,5.01,0.63,5.01,6.40,32.00,2
1,967.26,5.01,0.55,5.01,5.40,30.00,3
1,972.23,5.03,0.74,5.03,7.50,36.00,4
1,965.54,5.01,0.67,5.01,6.20,32.00,1
1,970.00,5.01,0.66,5.01,6.40,32.00,2
1,968.29,5.01,0.56,5.01,5.60,30.00,3
1,973.43,5.03,0.70,5.03,7.10,36.00,4
1,974.98,5.01,0.66,5.01,6.30,32.00,1
1,962.46,5.00,0.60,5.00,6.40,30.00,2
1,971.03,5.00,0.58,5.00,5.70,30.00,3
1,972.23,5.03,0.71,5.03,7.00,36.00,4
1,969.49,5.01,0.66,5.01,6.60,32.00,1
1,969.83,5.00,0.64,5.00,6.60,32.00,2
1,971.03,5.01,0.58,5.01,5.50,26.00,3
1,972.40,5.02,0.69,5.02,6.90,36.00,4
1,962.11,5.01,0.65,5.01,6.40,32.00,1
1,971.03,5.01,0.63,5.01,6.40,30.00,2
1,972.06,5.01,0.56,5.01,5.80,30.00,3
1,973.26,5.03,0.71,5.03,7.00,36.00,4
1,973.78,5.01,0.63,5.01,6.40,32.00,1
1,970.00,5.01,0.63,5.01,6.30,32.00,2
1,971.03,5.00,0.56,5.00,5.60,26.00,3
1,972.23,5.03,0.71,5.03,7.20,36.00,4
1,960.91,5.01,0.65,5.01,6.50,32.00,1
1,962.29,5.00,0.62,5.00,6.30,30.00,2
1,976.69,5.01,0.56,5.01,5.60,30.00,3
1,973.26,5.03,0.70,5.03,7.10,36.00,4
1,974.98,5.02,0.64,5.02,6.50,32.00,1
1,962.29,5.01,0.66,5.01,6.10,30.00,2
1,971.03,5.00,0.58,5.00,5.60,26.00,3
1,972.23,5.03,0.69,5.03,6.90,36.00,4
1,960.91,5.01,0.66,5.01,6.40,32.00,1
1,960.91,5.01,0.63,5.01,6.70,32.00,2
1,971.03,5.00,0.56,5.00,5.60,30.00,3
1,973.43,5.02,0.71,5.02,7.30,36.00,4
1,961.94,5.01,0.65,5.01,6.40,32.00,1
1,966.57,5.01,0.62,5.01,6.10,30.00,2
1,972.06,5.01,0.56,5.01,5.70,30.00,3
1,972.23,5.02,0.72,5.02,7.50,36.00,4
1,973.78,5.01,0.63,5.01,6.50,32.00,1
1,961.26,5.01,0.66,5.01,6.30,32.00,2
1,975.83,5.01,0.57,5.01,5.50,30.00,3
1,972.23,5.02,0.72,5.02,7.10,36.00,4
1,969.66,5.01,0.64,5.01,6.50,32.00,1
1,975.15,5.01,0.63,5.01,6.20,30.00,2
1,972.23,5.01,0.56,5.01,5.70,30.00,3
1,969.66,5.02,0.71,5.02,7.10,36.00,4
1,961.94,5.01,0.66,5.01,6.50,32.00,1
1,969.49,5.01,0.62,5.01,6.40,32.00,2
1,975.83,5.01,0.57,5.01,5.60,30.00,3
1,972.40,5.02,0.69,5.02,7.20,36.00,4
1,969.66,5.01,0.65,5.01,6.10,32.00,1
1,974.12,5.01,0.63,5.01,6.30,32.00,2
1,975.83,5.00,0.58,5.00,5.60,30.00,3
1,968.46,5.03,0.70,5.03,7.30,36.00,4
1,970.69,5.02,0.64,5.02,6.50,32.00,1
1,962.46,5.01,0.64,5.01,6.40,32.00,2
1,968.46,5.01,0.55,5.01,5.80,30.00,3
1,969.49,5.03,0.71,5.03,7.20,36.00,4
1,960.91,5.01,0.63,5.01,6.30,32.00,1
1,969.66,5.01,0.64,5.01,6.40,32.00,2
1,967.43,5.01,0.56,5.01,5.40,30.00,3
1,972.23,5.02,0.72,5.02,7.00,36.00,4
1,960.91,5.01,0.63,5.01,6.40,32.00,1
1,970.69,5.00,0.65,5.00,6.30,32.00,2
1,968.29,5.01,0.56,5.01,5.60,30.00,3
1,982.01,5.02,0.69,5.02,7.30,36.00,4
1,966.40,5.01,0.65,5.01,6.50,32.00,1
1,961.26,5.01,0.62,5.01,6.20,30.00,2
1,967.26,5.01,0.58,5.01,5.50,26.00,3
1,972.23,5.02,0.71,5.02,7.20,36.00,4
1,969.83,5.02,0.65,5.02,6.60,32.00,1
1,969.83,5.01,0.62,5.01,6.40,32.00,2
1,968.46,5.00,0.54,5.00,5.70,30.00,3
1,973.26,5.02,0.71,5.02,7.00,36.00,4
1,975.15,5.01,0.64,5.01,6.40,32.00,1
1,970.52,5.00,0.61,5.00,6.40,32.00,2
1,964.17,5.01,0.57,5.01,5.80,30.00,3
1,968.63,5.02,0.73,5.02,7.20,36.00,4
1,960.91,5.01,0.63,5.01,6.30,32.00,1
1,961.09,5.01,0.64,5.01,6.40,32.00,2
1,975.32,5.01,0.52,5.01,5.50,26.00,3
1,972.23,5.02,0.71,5.02,7.20,36.00,4
